Real_Duration,Status,sentiment,complexity,Comment_Body,Edge_type,Count_Comments,language[Comment_Body],Planned_Duration,emotionality,Count_Subtasks,keywords[Comment_Body],sentimentWords[Comment_Body],Uuid,Name,SourceUuid,TargetUuid,Starttime,Endtime
,closed,0.8984987186786856,6.7457899233466225,@Odyseus changing theme to Mint-Y also solved the problem!,COMMENT,10,en,,0.2116638198178818,,"{problem=1, mint-y=1, theme=1}","{problem=0.8984987186786856, mint-y=0.8984987186786856, theme=0.8984987186786856}",8ab30a63-6b91-4ebf-83a3-0337ae5f41ec,cinnamon-maximus adds an inconvenient line to window borders,6179632,6179632,2017-06-19T00:36:00.000+02:00,2017-07-01T02:50:42.000+02:00
,closed,,,@NikoKrause @Odyseus Thanks!,COMMENT,10,unknown,,,,{},{},20c0adfa-0eb4-4851-84c9-858a30e52503,cinnamon-maximus adds an inconvenient line to window borders,6179632,6179632,2017-06-19T00:36:00.000+02:00,2017-07-01T02:50:42.000+02:00
,closed,0.5822429028302066,5.427667060384646,I'll try to test this with Mint-X at some point. See if it can be improved without affecting the theme in normal use cases.,COMMENT,10,en,,0.262085988197892,,"{cases=1, mint-x=1, use=1, theme=1, point=1}","{cases=0.5485545692849887, mint-x=0.6159312363754246, use=0.5485545692849887, theme=0.5485545692849887, point=0.6159312363754246}",ca8a0c28-ad19-4f72-b91b-f9ccd5b7117b,cinnamon-maximus adds an inconvenient line to window borders,2231759,6179632,2017-06-19T00:36:00.000+02:00,2017-07-01T02:50:42.000+02:00
,closed,0.2439899653797886,6.426340719969921,"Hello, everybody.  @JosephMcc: It would be great if you could *&quot;fix&quot;* that behavior on the theme's side. I tried to fix it myself the first time that I installed the original Maximus extension, but I couldn't find *&quot;the culprit&quot;* on the Metacity theme. So, I ended up forking the extension and *&quot;fixed&quot;* that border programmatically on the extension itself. But that *&quot;fix&quot;* has side effects on Cinnamon 3.4 (it makes the windows that have their title bars removed invisible), so [I had to make it optional](https://github.com/Odyseus/CinnamonTools/blob/master/extensions/0dyseus%40CinnamonMaximusFork/files/0dyseus%40CinnamonMaximusFork/extension.js#L212).  @guitarrist: Since your issue isn't directly related with the extension itself and you kind of fixed it already, you could close this issue.",COMMENT,10,en,,0.25202565244704905,,"{border=1, everybody=1, side=1, extension=4, cinnamon=1, issue=2, kind=1, windows=1, title=1, bars=1, effects=1, theme=2, time=1, behavior=1, metacity=1, maximus=1}","{border=0.017997536286648276, everybody=0.7389838605156009, side=0.0017760718865485541, extension=3.073332503858416E-4, issue=0.039832294353012734, kind=0.039832294353012734, windows=0.0017760718865485541, title=0.0017760718865485541, bars=0.0017760718865485541, effects=0.0017760718865485541, theme=3.073332503858416E-4, time=3.073332503858416E-4, behavior=0.6650426959865353, cinnamon 3.4=0.0017760718865485541, metacity=3.073332503858416E-4, maximus=3.073332503858416E-4}",79c85868-8b66-4a51-961f-09d8449167a0,cinnamon-maximus adds an inconvenient line to window borders,3822556,6179632,2017-06-19T00:36:00.000+02:00,2017-07-01T02:50:42.000+02:00
,closed,0.8090567586813724,5.22485605003363,Please include the extension you're referring to in the title.,COMMENT,5,en,,0.1720118952794322,,"{extension=1, title=1}","{extension=0.8090567586813724, title=0.8090567586813724}",30bbe0cd-412f-4916-b483-18330a8fe735,CinnamonTweaks Install: Failed to run,6859057,4813414,2017-06-13T00:46:39.000+02:00,2017-06-13T14:45:28.000+02:00
,closed,,,CinnamonTweaks,COMMENT,5,et,,,,{},{},ca23789f-677c-4e79-a6e1-45dc1b39be04,CinnamonTweaks Install: Failed to run,4813414,4813414,2017-06-13T00:46:39.000+02:00,2017-06-13T14:45:28.000+02:00
,closed,0.6227926907606678,6.581152100446755,"@jelmd.  Close this issue, read the extension Spices page and follow instructions.",COMMENT,5,en,,0.21546341539923322,,"{instructions=1, extension=1, issue=1, page=1, spices=1}","{instructions=0.7455853815213355, extension=0.7455853815213355, issue=0.7455853815213355, page=0.7455853815213355, spices=0.7455853815213355}",1d7bd6cc-a19e-41f2-bff0-852081607fc3,CinnamonTweaks Install: Failed to run,3822556,4813414,2017-06-13T00:46:39.000+02:00,2017-06-13T14:45:28.000+02:00
,closed,0.5,9.303575811296183,"Define &quot;the extension Spices page&quot;, plz.",COMMENT,5,fr,,0.2952180348737995,,"{extension=1, define=1, page=1, quot=2, spices=1, plz=1}","{extension=0.5, define=0.5, page=0.5, quot=0.5, spices=0.5, plz=0.5}",4c8512c9-56fe-4394-b428-448825e8e9b8,CinnamonTweaks Install: Failed to run,4813414,4813414,2017-06-13T00:46:39.000+02:00,2017-06-13T14:45:28.000+02:00
,closed,0.015726815625571898,6.312683486327693,OK - so we put it on our black aka unsupported list (otherwise students/staff would probably rise too many service requests).,COMMENT,5,en,,0.3042587202314706,,"{service=1, students=1, requests=1, list=1}","{service=0.015726815625571898, students=0.015726815625571898, requests=0.015726815625571898, list=0.015726815625571898}",c5c68271-df94-4305-895c-3c405ece4513,CinnamonTweaks Install: Failed to run,4813414,4813414,2017-06-13T00:46:39.000+02:00,2017-06-13T14:45:28.000+02:00
,closed,0.5901733269447098,5.2183987229152535,Which project do you mean? Please add the extensions name in the title.,COMMENT,1,en,,0.16222271993845575,,"{extensions=1, name=1, project=1, title=1}","{extensions=0.616658736793427, name=0.616658736793427, project=0.5636879170959928, title=0.616658736793427}",80903ed7-b94e-4717-9178-54aff1aa9d5a,Description of what this project does,8415124,6311940,2017-06-12T13:24:49.000+02:00,2017-09-27T17:36:52.000+02:00
,closed,0.5505373513658728,6.9535049528262585,Please create separate pull requests for different extensions. And only 1 commit for each pull request.,COMMENT,1,en,,0.25238013863127684,,"{pull=2, request=1, extensions=1, requests=1}","{pull=0.6730113372469141, extensions=0.6730113372469141, pull request=0.4280633654848314, requests=0.6730113372469141}",1f030f4c-1c77-4ce9-9d06-03f0e6e779a4,Add pt_BR.po,8415124,8754997,2017-05-29T01:00:40.000+02:00,2017-06-06T00:18:23.000+02:00
,closed,,,?,COMMENT,3,unknown,,,,{},{},0155825b-4ebf-4f69-bb75-c15972c80ec5,smart-panel@mohammad-sn: Resize icons and make them square,8415124,8415124,2017-05-16T17:59:17.000+02:00,2017-06-06T06:05:45.000+02:00
,closed,,,@mohammad-sn?,COMMENT,3,sv,,,,{},{},f51dfc00-aa4b-4b87-9b84-de96115509ac,smart-panel@mohammad-sn: Resize icons and make them square,8415124,8415124,2017-05-16T17:59:17.000+02:00,2017-06-06T06:05:45.000+02:00
,closed,,,👍 Thanks,COMMENT,3,fi,,,,{},{},f31fe95f-c14e-4222-babd-a5acd36665a5,smart-panel@mohammad-sn: Resize icons and make them square,7099691,8415124,2017-05-16T17:59:17.000+02:00,2017-06-06T06:05:45.000+02:00
,closed,,,?,COMMENT,4,unknown,,,,{},,90d28264-74f5-4490-844c-a7d60206c3e8,gnome2alttab@savagetiger.org: Resize icons and make them square,8415124,8415124,2017-05-16T17:55:56.000+02:00,2017-06-06T13:41:03.000+02:00
,closed,,,@SavageTiger?,COMMENT,4,no,,,,{},{},d0f8853b-b089-4d89-8438-cacf13116626,gnome2alttab@savagetiger.org: Resize icons and make them square,8415124,8415124,2017-05-16T17:55:56.000+02:00,2017-06-06T13:41:03.000+02:00
,closed,0.12765780528310955,5.476261076031047,Am i suppose to do something besides saying its OK to merge this?,COMMENT,4,en,,0.1613129057676984,,{something=1},{something=0.12765780528310955},aabbc954-c11f-4e40-84e4-71ea49ff8756,gnome2alttab@savagetiger.org: Resize icons and make them square,1238070,8415124,2017-05-16T17:55:56.000+02:00,2017-06-06T13:41:03.000+02:00
,closed,0.26650079267562166,4.146978182145664,Saying that it is ok is enough.,COMMENT,4,en,,0.13331769334935015,,{},{},5913716c-b23e-4b27-9d68-4596d3fdd8b8,gnome2alttab@savagetiger.org: Resize icons and make them square,8415124,8415124,2017-05-16T17:55:56.000+02:00,2017-06-06T13:41:03.000+02:00
,closed,0.04004550399721242,5.821946298624615,We should probably merge this and the other PR since those are bug fixes and it's almost a month and the authors haven't responded.,COMMENT,1,en,,0.1947349932713766,,"{month=1, bug=1, fixes=1, authors=1}","{month=0.04004550399721242, bug=0.04004550399721242, fixes=0.04004550399721242, authors=0.04004550399721242}",cd2fe07b-0130-4d1d-9838-ccdaed8ca948,Flipper (Flipper@connerdev) update,8415124,3822556,2017-05-12T18:55:00.000+02:00,2017-06-09T20:05:30.000+02:00
,closed,0.5622267359481381,6.807058619502873,I'm not on 3.4 right now. Can you delete the `let` in this line https://github.com/linuxmint/cinnamon-spices-extensions/blob/master/Flipper%40connerdev/files/Flipper%40connerdev/extension.js#L37 and check if it solves your issue.,COMMENT,8,en,,0.2448471702919648,,"{issue=1, line=1, right=1}","{issue=0.9401384704048394, line=0.9401384704048394, right=0.18431500149143684}",568aaeea-94e5-4bde-8638-86e85f937eec,Flipper Extension Breaking on Cinnamon 3.4,8415124,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,,,@ConnerHansen,COMMENT,8,nl,,,,{},{},8e6c6123-9242-4a8c-8dd1-5351b65dcc05,Flipper Extension Breaking on Cinnamon 3.4,8415124,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.31308765267101046,6.262123865767202,"Tried it, no dice. :/  ``` error t=2017-05-11T22:26:52Z redeclaration of let _ error t=2017-05-11T22:26:52Z [Extension &quot;Flipper@connerdev&quot;]: Error importing extension.js from Flipper@connerdev error t=2017-05-11T22:26:52Z Could not load extension Flipper@connerdev ```  I tried removing each of those ```let``` lines - don't know this code or JS in general enough to know how to do anything more sophisticated. :(  It does look like an issue with this redeclaration vs. the new JS library in 3.4...",COMMENT,8,en,,0.316124336292966,,"{flipper@connerdev=1, redeclaration=2, extension=2, code=1, library=1, issue=1, dice=1, error=4, lines=1, anything=1}","{redeclaration=0.0030015930928066568, extension=0.00878966614935314, code=0.00878966614935314, issue=0.7405593514418819, dice=0.5, error=0.0030015930928066568, anything=0.00878966614935314, flipper@connerdev=0.00878966614935314, library=0.7405593514418819, error importing extension=0.0030015930928066568, lines=0.00878966614935314}",37e01df8-2454-4e2a-b047-931def4e6301,Flipper Extension Breaking on Cinnamon 3.4,12385366,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.5595557200645344,6.594123988899455,Dice? We are talking about the Flipper and not Cube extension right? So this https://cinnamon-spices.linuxmint.com/extensions/view/36 and not this https://cinnamon-spices.linuxmint.com/extensions/view/27  I installed Flipper right now. I just needed to add cinnamon-version &quot;3.4&quot; to the metadata.json and it worked. I don't get the error like you do.,COMMENT,8,en,,0.21328557282573207,,"{extension=1, metadata=1, flipper=2, cinnamon-version=1, dice=1, cube=1, right=1, error=1}","{extension=0.26286239282677976, flipper=0.3394724545858815, cinnamon-version=0.8347649134043696, dice=0.5, metadata .json=0.8347649134043696, cube=0.26286239282677976, right=0.26286239282677976, error=0.5}",836f5294-b04d-4a47-846e-d7b4d23d62d1,Flipper Extension Breaking on Cinnamon 3.4,8415124,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.2635917850429479,7.1197801298991195,"Hello, everybody.  I also tested it on Cinnamon 3.4 without problems. I didn't have the errors described by @mainmachine. Although, the &quot;errors&quot; were there. It seems that CJS works whenever it wants. LOL  [I created a pull request](https://github.com/linuxmint/cinnamon-spices-extensions/pull/66) that fixes those errors and other minor changes.",COMMENT,8,en,,0.31764812301003936,,"{pull=1, request=1, everybody=1, cinnamon=1, changes=1, cjs=1, errors=2, problems=1}","{pull=0.32266314215952296, request=0.32266314215952296, everybody=0.7389838605156009, changes=0.32266314215952296, cinnamon 3.4=0.17606095079936251, cjs=0.314884531605714, errors=0.32266314215952296, problems=0.17606095079936251}",5d27e8b7-ecd4-42b9-8057-9358bbdd693a,Flipper Extension Breaking on Cinnamon 3.4,3822556,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.48218878059590026,6.1236863362705645,"Are you definitely running the newer libcjs? ``` libcjs0f                                    3.4.0-1~xenial0 ``` ...is what I'm running. This changed with the upgrade to 3.4.  @NikoKrause - Definitely Flipper. &quot;No dice&quot; is an American idiom meaning &quot;no luck&quot;, sorry. :)  @Odyseus - tested your PR and it's now working for me too! Thanks. :)",COMMENT,8,en,,0.22645265262994468,,"{libcjs0f=1, thanks=1, flipper=1, upgrade=1, libcjs=1, meaning=1, idiom=1, luck&quot=1, dice&quot=1}","{libcjs0f=0.5, thanks=0.8489771164221412, flipper=0.7710843373493975, upgrade=0.3715716235713945, meaning=0.07081801714812005, libcjs=0.7227146645500849, idiom=0.07081801714812005, luck&quot=0.07081801714812005, dice&quot=0.07081801714812005}",abbddff1-7f39-4b22-9fe3-18e9d0482e9a,Flipper Extension Breaking on Cinnamon 3.4,12385366,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.6659456741227143,7.698294301536409,I had a similar problem (redeclaration of variable) with cinnamon-maximus. I made a [pull request](https://github.com/linuxmint/cinnamon-spices-extensions/pull/73) to fix it,COMMENT,8,en,,0.23269096903793962,,"{redeclaration=1, request=1, problem=1, cinnamon-maximus=1}","{redeclaration=0.8318913482454288, request=0.5, problem=0.8318913482454288, cinnamon-maximus=0.8318913482454288}",b3910a86-783c-4b60-bb4e-343f339f9ea3,Flipper Extension Breaking on Cinnamon 3.4,5273820,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.6585470956754399,8.869433995758133,Fixed by https://github.com/linuxmint/cinnamon-spices-extensions/pull/66,COMMENT,8,en,,0.21963673641598608,,{},{},3611c303-0994-43d1-b8bb-866fa9feeafc,Flipper Extension Breaking on Cinnamon 3.4,8415124,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,0.06950715756522376,6.556374341879592,"After last changes in Cinnamon, Desktop Cube don't work in Cinnamon 3.4 anymore.",COMMENT,6,en,,0.3276419391949522,,"{cinnamon=2, desktop=1, changes=1, cube=1}","{cinnamon=0.06950715756522376, desktop=0.06950715756522376, changes=0.06950715756522376, cube=0.06950715756522376}",db9b310c-5424-4270-9037-54badae8f4fc,DesktopCube@yare: Fix Cinnamon version support,1978777,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,0.5079053854041427,6.911094576274146,What does `~/.cinnamon/glass.log` say?,COMMENT,6,en,,0.24028612658762608,,{},{},529bc616-a11c-4d7d-8a1e-a1b1132d95dc,DesktopCube@yare: Fix Cinnamon version support,8415124,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,0.35714476792234673,9.248831134351475,@NikoKrause   Error:  &lt;---------------- Extension.prototype._init@/usr/share/cinnamon/js/ui/extension.js:155:13 Extension@/usr/share/cinnamon/js/ui/extension.js:116:5 loadExtension@/usr/share/cinnamon/js/ui/extension.js:449:25 onEnabledExtensionsChanged@/usr/share/cinnamon/js/ui/extensionSystem.js:95:9 ----------------&gt; error t=2017-05-11T11:25:23.991Z [Extension &quot;DesktopCube@yare&quot;]: Error importing extension.js from DesktopCube@yare error t=2017-05-11T11:25:23.992Z Could not load extension DesktopCube@yare,COMMENT,6,en,,0.34599573730858524,,"{extension.prototype=1, extension=2, extension@/usr/share/cinnamon/js/ui/extension=1, loadextension@/usr/share/cinnamon/js/ui/extension=1, error=4, desktopcube@yare=1}","{extension.prototype=0.5, extension=0.05020648360101282, error importing extension=0.09266212393306769, extension@/usr/share/cinnamon/js/ui/extension=0.5, loadextension@/usr/share/cinnamon/js/ui/extension=0.5, error=0.5, desktopcube@yare=0.5}",4ccb6c49-b455-43a0-adea-b03bf0ffbad9,DesktopCube@yare: Fix Cinnamon version support,1978777,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,0.5931649792059003,4.119905299389287,There is no info at all :(,COMMENT,6,en,,0.31476754647274424,,{info=1},{info=0.5931649792059003},a673592d-1037-42e1-9e2d-8921f226948d,DesktopCube@yare: Fix Cinnamon version support,8415124,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,0.5368580937025791,6.557759568687452,"Hello, @muzena and @NikoKrause.  I managed to fix this extension for Cinnamon 3.4. There were several re-declared variables. I'm creating the pull request with these and other fixes.",COMMENT,6,en,,0.24707466845656137,,"{pull=1, request=1, extension=1, cinnamon=1, variables=1, fixes=1}","{extension=0.4369780767385833, variables=0.38673123999063624, pull request=0.8237230580810967, cinnamon 3.4=0.4369780767385833, fixes=0.8237230580810967}",3219e3a3-0ab6-45dc-b517-54efc2ff0d41,DesktopCube@yare: Fix Cinnamon version support,3822556,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,0.1492643738572328,5.331766953025874,I saw that there are 3 Maximus extensions. Is it worth keeping the 2 old ones or can we delete them? I mean those from @fmete and @mathematicalcoffee They seem to be abandoned.,COMMENT,6,en,,0.22739747925024806,,"{extensions=1, ones=1, maximus=1}","{extensions=0.20755311931751236, ones=0.21120059058437618, maximus=0.20755311931751236}",c726a264-bb90-48a3-b7fb-cd7fe6329226,DesktopCube@yare: Fix Cinnamon version support,8415124,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,7.058902435880912E-4,5.125456208926718,"No objections from me, but I don't have write access.",COMMENT,1,en,,0.39896660756218055,,"{access=1, objections=1}","{access=7.058902435880912E-4, objections=7.058902435880912E-4}",292a8bfd-bd25-46ca-8a46-521b3dd57953,Add translation for Workspace grid,1665328,14066437,2017-04-29T17:56:23.000+02:00,2017-04-29T19:05:16.000+02:00
,closed,0.9276353600391146,2.9943941865356383,"@giwhub, thank you =)",COMMENT,2,en,,0.5791058800242013,,{},{},03ceb463-597e-4452-85e2-6a94c71c4a46,Add translation support for Custom Shadows,8678154,14066437,2017-04-26T16:21:26.000+02:00,2017-04-28T14:45:29.000+02:00
,closed,0.9762111065309769,3.732024139307575,You're welcome.,COMMENT,2,en,,0.5428958397996312,,{},{},939a4332-3e37-4ad1-8967-2439ce7bc3e3,Add translation support for Custom Shadows,14066437,14066437,2017-04-26T16:21:26.000+02:00,2017-04-28T14:45:29.000+02:00
,closed,0.7287822383324637,5.491817254004731,"First of all thanks for your contribution.  BUT I've already said this before and I say it again. This is just a channel of distribution, the development is done [in this repo](https://github.com/germanfr/cinnamon-transparent-panels). If one day I released a new version here, all files would be overwritten because I just replace all with the latest code.  Contributions are welcome and valuable for me, so I can't reject this. [This is your commit in the repo](https://github.com/germanfr/cinnamon-transparent-panels/commit/b676edbd9dbb26a7a64cfec9095a25a7324469d6) (if you don't mind).  @owners, you can merge this if you want or not. I'm going to create a PR with this and more changes now.",COMMENT,2,en,,0.30903500255935473,,"{thanks=1, but=1, development=1, contribution=1, code=1, contributions=1, channel=1, changes=1, files=1, distribution=1, day=1, version=1}","{thanks=0.9989298698184488, but=0.0446584421452267, development=0.9941031486777355, contribution=0.9989298698184488, contributions=0.9710327929493223, code=0.9575229877536783, changes=0.6005095792364756, channel=0.9941031486777355, files=0.9575229877536783, distribution=0.9941031486777355, version=0.9575229877536783, day=0.9575229877536783}",4d0a40f5-62d3-4070-9f9f-ed1faa2edeae,Add Chinese translation for Transparent panels,10391266,14066437,2017-04-26T16:11:56.000+02:00,2017-04-27T03:09:19.000+02:00
,closed,0.3057854703293584,5.506820803018782,"I'm a little bit confused. 1. The commit message seems to be wrong.  germanfr already added this translation. Shouldn't GitHub show now that there are conflicts. But it doesn't. What would happen if I'd merge it? (Not going to do it, because of wrong commit message.)",COMMENT,2,en,,0.29819679858203624,,"{germanfr=1, translation=1, conflicts=1, bit=1, message=2}","{commit message=0.07873108561584666, germanfr=0.5976155081938825, translation=0.5976155081938825, conflicts=0.004074886009988134, bit=0.24566214605960474, message=0.02020013675554511}",16b8b72f-5eb7-458f-8f13-c4c4b5d3b927,Add Chinese translation for Transparent panels,8415124,14066437,2017-04-26T16:11:56.000+02:00,2017-04-27T03:09:19.000+02:00
,closed,0.6911019755576878,8.736799403711354,Please read the bug reporting section: https://github.com/linuxmint/cinnamon-spices-extensions/blob/master/README.md,COMMENT,1,en,,0.2348883370914673,,"{bug=1, section=1, reporting=1}","{bug=0.6911019755576878, section=0.6911019755576878, reporting=0.6911019755576878}",2db32deb-bc8e-4cf8-8804-5b04a10bfabb,Big wish...,2231759,26446962,2017-04-14T05:22:28.000+02:00,2017-04-14T06:21:13.000+02:00
,closed,0.702597691348116,6.3882126647437945,@szekeres2016 You should mention the author on GitHub by typing @ plus his/her username to trigger a notification and bring his/her attention to an issue or pull request.  You find the username of the author on the cinnamon spices website: https://cinnamon-spices.linuxmint.com/extensions/view/25,COMMENT,3,en,,0.2222478278806222,,"{notification=1, request=1, github=1, cinnamon=1, issue=1, author=2, his/her=1, attention=1, spices=1, username=2}","{notification=0.4102850425116613, request=0.4102850425116613, github=0.4102850425116613, cinnamon=0.9949103401845707, issue=0.4102850425116613, author=0.9949103401845707, his/her=0.4102850425116613, attention=0.4102850425116613, spices=0.9949103401845707, username=0.9949103401845707}",80c879d5-7417-416e-9f32-824fc20c0935,Windows docked to edge of screen remains transparent [opacify@anish.org],8415124,10137,2017-04-11T16:08:43.000+02:00,2018-10-13T17:29:04.000+02:00
,closed,0.5791898455496219,6.181098557100544,Author is currently set to none.,COMMENT,3,en,,0.23336295416553124,,"{author=1, none=1}","{author=0.5791898455496219, none=0.5791898455496219}",036b8dfb-df75-4323-ba84-959aa470f483,Windows docked to edge of screen remains transparent [opacify@anish.org],4397312,10137,2017-04-11T16:08:43.000+02:00,2018-10-13T17:29:04.000+02:00
,closed,0.22445074036920826,6.694893527908719,Not able to reproduce this on Cinnamon git master. Closing because there's no issue template info.,COMMENT,3,en,,0.3310839757645556,,"{cinnamon=1, issue=1, master=1, info=1}","{cinnamon=0.20794308098591252, issue=0.240958399752504, info=0.240958399752504, master=0.20794308098591252}",6dc2ecb3-2839-414b-8fe1-8ccce6a306ee,Windows docked to edge of screen remains transparent [opacify@anish.org],6859057,10137,2017-04-11T16:08:43.000+02:00,2018-10-13T17:29:04.000+02:00
,closed,0.5205325920152171,5.721410046265007,"Looks good. Your icon doesn't show in the settings dialogs, however. You may want to make a copy of the icon in the folder ShadowParameters@mikhail-ekzi/files/ShadowParameters@mikhail-ekzi/ so it gets packaged and distributed.",COMMENT,4,en,,0.26740115524242325,,"{settings=1, folder=1, icon=2, copy=1, dialogs=1}","{settings=0.7933384239655314, folder=0.2682593520801198, icon=0.2682593520801198, copy=0.2682593520801198, dialogs=0.7933384239655314}",ecbc152c-25ac-461a-9122-2d3262755514,ShadowParameters@mikhail-ekzi: Initial request,4095021,8678154,2017-03-04T12:28:36.000+01:00,2017-03-04T13:17:25.000+01:00
,closed,0.49731961311504325,7.410941987075586,"@collinss , well, I guess, spices README.md steer me wrong. It says, the structure should be: &quot;UUID/icon.png&quot;, not &quot;UUID/files/UUID/icon.png&quot;.  Going to fix this icon issue a little bit later.",COMMENT,4,en,,0.2883074308478075,,"{issue=1, icon=1, bit=1, spices=1, structure=1}","{issue=0.54282407054555, icon=0.54282407054555, bit=0.54282407054555, spices=0.6104126966998691, structure=0.34096502567079695}",00c2a4db-dfd5-456d-b65c-55d1bb210db5,ShadowParameters@mikhail-ekzi: Initial request,8678154,8678154,2017-03-04T12:28:36.000+01:00,2017-03-04T13:17:25.000+01:00
,closed,0.7383997490903266,5.6907703080720875,"You don't technically need UUID/files/UUID/icon.png. However, if you don't have it, and you don't specify an icon in metadata.json, it will use a generic icon in the cinnamon settings, and will have a 'missing' icon for the configuration page (this will show up in the window list, for example).",COMMENT,4,en,,0.28357218259485195,,"{uuid/files/uuid/icon.png=1, settings=1, metadata=1, cinnamon=1, configuration=1, icon=3, page=1, window=1, list=1, example=1}","{uuid/files/uuid/icon.png=0.4369217826089476, settings=0.959796067994604, cinnamon=0.959796067994604, configuration=0.959796067994604, icon=0.959796067994604, metadata .json=0.8184813966674284, window=0.959796067994604, page=0.959796067994604, list=0.959796067994604, example=0.959796067994604}",3897eb01-3fd3-4572-94af-155aaedc891f,ShadowParameters@mikhail-ekzi: Initial request,4095021,8678154,2017-03-04T12:28:36.000+01:00,2017-03-04T13:17:25.000+01:00
,closed,0.6038565716511644,7.556084473834377,The &quot;UUID/icon.png&quot; is for the spices website.  The &quot;UUID/files/UUID/icon.png&quot; is for System Settings &gt; Extensions.,COMMENT,4,en,,0.2677751678565346,,"{settings=1, website=1, extensions=1, system=1, spices=1}","{settings=0.45593779144526037, extensions=0.45593779144526037, system=0.45593779144526037, spices website=0.7517753518570683}",8bc4336f-b4c1-4687-ace3-7ad6ec7ba726,ShadowParameters@mikhail-ekzi: Initial request,8415124,8678154,2017-03-04T12:28:36.000+01:00,2017-03-04T13:17:25.000+01:00
,closed,0.4735136534337928,6.062042597615856,"I have a few points for you to consider before I merge this.  1. The first line in your readme has html tags. Both Github and the spices website are expecting markdown instead. I'm not sure what will happen with that, but I don't expect it to look very good. 2. Line 19 of extension.js uses a synchronous call. In this case it probably isn't a huge issue, but it's always preferable to use synchronous calls where possible. 3. metadata.json contains the dangerous property, which should not be included here. It is automatically added by Cinnamon when you open the settings window, and it's purpose is to help users identify potential causes of freezes, etc. If you leave out that line, the extension settings will flag your extension as potentially dangerous because of the synchronous call mentioned above. 4. prefs.json could be eliminated by moving the entire object to extension.js and storing it as a global variable near the top of your file. This would have the added benefit of removing the need for the synchronous call mentioned in points 2 and 3. 5. settings-schema.json uses 'header' items which are deprecated. You should use 'section' instead. This was a change that was made for Cinnamon 3.2 and the online docs have not yet been updated to reflect that change. 6. Your commit message should contain the name or uuid of the extension (like you did in the pr title) so that we can keep the commit history clean and easy to read.",COMMENT,4,en,,0.2355380279824273,,"{extension=5, metadata=1, cinnamon=2, flag=1, purpose=1, line=3, title=1, uuid=1, points=2, settings-schema.json=1, file=1, top=1, docs=1, causes=1, markdown=1, property=1, case=1, settings=2, github=1, website=1, issue=1, need=1, change=2, readme=1, history=1, message=1, users=1, benefit=1, tags=1, prefs=1, call=3, calls=1, name=1, window=1, spices=1, items=1, freezes=1, object=1}","{extension=0.1222144977863506, metadata=0.5, cinnamon=0.14319354296613995, flag=0.1222144977863506, purpose=0.16532207004444627, line=0.1222144977863506, title=0.45400494076914444, uuid=0.45400494076914444, points=0.9091970419623748, settings-schema.json=0.9091970419623748, file=0.6252880488503965, top=0.6252880488503965, commit message=0.45400494076914444, docs=0.14319354296613995, causes=0.16532207004444627, markdown=0.7707189621854728, property=0.07906327782864042, case=0.41377357724951364, settings=0.16532207004444627, github=0.7707189621854728, issue=0.41377357724951364, need=0.9091970419623748, change=0.14319354296613995, readme=0.6395887780375834, history=0.45400494076914444, users=0.16532207004444627, benefit=0.9091970419623748, prefs=0.5, tags=0.6395887780375834, call=0.9091970419623748, calls=0.41377357724951364, name=0.45400494076914444, spices website=0.7707189621854728, window=0.16532207004444627, items=0.8751299783240095, freezes=0.16532207004444627, object=0.005792831982638097}",f11d8ced-8a30-4286-9db4-25f6cd9f384f,ShadowParameters@mikhail-ekzi: Initial request,4095021,8678154,2017-03-02T00:19:35.000+01:00,2017-03-04T12:20:09.000+01:00
