Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
gtk: Clean up some more gtk stuff,c292ca05-73a1-4d51-b6f5-1a5e1e5668e9,2231759,2231759,2016-02-14T21:32:24.000+01:00,2016-02-14T23:24:25.000+01:00,,,closed,,0,,CREATION
Fix build with gnome-common 3.18,c385d610-be40-418d-99eb-04cf9699cc1c,386788,386788,2016-02-10T13:42:12.000+01:00,2016-02-10T16:49:55.000+01:00,,,closed,,0,,CREATION
Fix build with gnome-common,81e5037f-f0ab-4226-b2f9-496f75a1217f,11601860,11601860,2016-02-09T04:02:19.000+01:00,2016-02-10T16:50:39.000+01:00,,,closed,,1,,CREATION
configure still has MATE references,8b4e0e99-5f77-4158-bcc0-5f426fd6f70c,651970,651970,2016-02-07T18:28:49.000+01:00,2016-06-08T10:30:26.000+02:00,,,closed,,2,,CREATION
Many Gtk-2.0 dependencies when building.,bc6c53cc-d4e4-4799-a28d-56825ff4d679,651970,651970,2016-02-07T18:27:20.000+01:00,2016-06-08T10:30:37.000+02:00,,,closed,,2,,CREATION
"Name ""xedit"" is still dominant in the translation strings (should be: ""xed"").",0fc34c51-0d65-4114-b1ba-b3d407d0230c,5963756,5963756,2016-02-07T12:25:08.000+01:00,2016-06-08T10:32:33.000+02:00,,,closed,,2,,CREATION
Fix incorrect git URL in HACKING,9248c0f4-7149-4b60-9aed-956f2731479c,651970,651970,2016-02-03T21:16:16.000+01:00,2016-02-04T10:08:20.000+01:00,,,closed,,0,,CREATION
"""You need to install mate-common""",81fc4507-b801-4bb3-a3d4-c5f8d9cc69c9,651970,651970,2016-02-03T21:12:54.000+01:00,2016-02-04T10:25:01.000+01:00,,,closed,,1,,CREATION
Name clash,97d7edcd-ba7c-444a-b439-f24e3779fe6f,756669,756669,2016-01-31T09:48:06.000+01:00,2016-02-04T10:26:05.000+01:00,,,closed,,12,,CREATION
Clean up GTK support,50d7c05e-7b84-4d54-8875-fbf1f2dc6eff,2231759,2231759,2016-01-27T14:15:40.000+01:00,2016-01-27T15:14:29.000+01:00,,,closed,,0,,CREATION
[feature request] Request root permissions if necessary,7b43939e-3a8b-47a0-a494-aa5cd9ae1efd,6551424,12870528,2019-11-09T13:49:19.000+01:00,2019-12-08T17:06:42.000+01:00,,,open,,1,"A possibly little-known feature is that you can open files using the `admin://` URI protocol, and gvfs will open the file using a polkit prompt requesting root permissions. This is a bit like using sudoedit.  You can also do this by e.g. browsing to `admin:///etc/` in nemo, then double-click a text file to edit it.  ...  It seems like it might be useful to expose this feature a bit more visibly.",COMMENT
hotkeys for changing text size not working,f0d2cf94-553d-46d7-b32d-64a57d3544c6,4095021,858678,2019-11-01T05:54:42.000+01:00,2019-12-08T17:06:42.000+01:00,,,open,,1,I can't reproduce this. Ctrl+= increases the text size like I'd expect.,COMMENT
Xed Crashes with GDK-Error,119ceb71-1b13-429c-a39b-c00e5a49ab73,8835007,8835007,2019-10-22T00:00:35.000+02:00,2019-12-08T17:06:42.000+01:00,,,open,,1,"Core dump attached. [_usr_bin_xed.1000.crash.txt](https://github.com/linuxmint/xed/files/3753374/_usr_bin_xed.1000.crash.txt)  ",COMMENT
Comment Block,8a37f099-eb71-4d85-a0eb-d1c4544844b1,21159972,18631108,2019-08-15T18:54:55.000+02:00,2019-12-08T17:06:42.000+01:00,,,open,,1,"The comment block feature only works if a programming language was set or detected for the currently open file, and that programming language supports comment blocks. If the highlight mode in Xed's status bar shows &quot;Plain Text&quot;, the comment block feature won't work. Click on that to set the programming language, if it wasn't detected for your file.  If it still doesn't work for you, please share which programming language you're using and if possible share a code snippet or (made up, just to demonstrate the issue) example file with which you have the issue.",COMMENT
